Author,Item Barcode,Catalog Title,Item Legacy Total Charges,Item Created Date,Black,Asian,Latinx,Indigenous,White,Pacific Islander/Native Hawaiian,Refugee/Immigrant,Gender Roles,LGBTQ+,Family Structure,Adoption/Foster,Homeless,Socio-Economic,Ability Diverse,Neurodiversity,Mental Illness,Health Concerns,Culture/Religion,Judaism,Islam/Muslim,Hinduism,Own Voices
"YA-GAIMAN, NEIL #2",54044557,The silver dream /,48,5/1/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-GAIMAN, NEIL #3",56978570,Eternity's wheel /,25,5/26/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-GAITHER, STEFANIE",55955405,Falls the shadow /,23,9/19/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-GALANTE, CECILIA",56987522,Be not afraid /,20,4/27/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-GANGER, CANDACE",70466958,Six goodbyes we never said /,3,11/4/2019,,,x,,x,,,,,,,,,,,x,,,,,,
"YA-GANSWORTH, ERIC",70220520,Give me some truth : a novel with paintings /,6,5/29/2018,,,,x,,,,,,,,,,,,,,,,,,x
"YA-GANTOS, JACK",56902638,The trouble in me /,22,10/1/2015,,,x,,,,,,,,,,,,,,,,,,,x
"YA-GARCIA, CRISTINA",51766566,Dreams of significant girls /,30,7/29/2011,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-GARCIA, KAMI #1",54824875,Dangerous creatures /,21,6/12/2014,,,x,,x,,,,,,,,,,,,,,,,,x
"YA-GARCIA, KAMI #1",57626442,Beautiful creatures /,35,4/21/2016,,,x,,x,,,,,,,,,,,,,,,,,x
"YA-GARCIA, KAMI #2",57622938,Dangerous deception /,12,4/29/2016,,,x,,x,,,,,,,,,,,,,,,,,x
"YA-GARCIA, KAMI #3",57626582,Beautiful chaos /,10,4/21/2016,,,x,,x,,,,,,,,,,,,,,,,,x
"YA-GARCIA, KAMI #4",53109492,Beautiful redemption /,28,10/24/2012,,,x,,x,,,,,,,,,,,,,,,,,
"YA-GARCIA, MIA",57626871,Even if the sky falls /,7,5/11/2016,x,,x,,,,,,,,,,,,,,,,,,,x
"YA-GARCIA, MIA",70210422,The resolutions /,5,11/19/2018,,,x,,,,,,,,,,,,,,,,,,,x
"YA-GARDEN, NANCY",56944259,Annie on my mind /,8,7/13/2015,,,,,x,,,,x,,,,,,,,,,,,,
"YA-GARDNER, FAITH",56902141,Perdita /,9,10/28/2015,,x,,,,,,,,,,,,,,,,,,,,x
"YA-GARDNER, FAITH",65885972,The second life of Ava Rivers : a novel /,18,9/14/2018,x,x,x,,x,,,,,,,,,,,,,,,,,x
"YA-GARDNER, SALLY",54856372,Maggot moon /,32,5/7/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-GARDNER, WHITNEY",57968414,"You're welcome, Universe /",25,5/25/2017,,x,,,,,,,x,,,,x,,,,,,,,,
"YA-GARNER, PAULA",70225305,Relative strangers /,9,5/7/2018,,,,,x,,,,x,,x,,,,,,,,x,,,
"YA-GARNER, PAULA",70212675,Phantom limbs /,17,8/8/2018,,,,,x,,,,,,,,,x,,,,,,,,
"YA-GARRETT, CAMRYN",70466966,Full disclosure /,9,11/4/2019,x,x,x,,,,,,x,,,,,,,,x,,,,,x
"YA-GARVIN, JEFF",70441928,The lightness of hands /,1,5/6/2020,,,,,x,,,,,,,,,x,,,,,,,,
"YA-GAUGHEN, A. C. #1",70008107,Reign the earth /,18,2/6/2018,,x,,,x,,,x,,,,,,,,,,,,,,
"YA-GEIGER, J. C.",58887589,Wildman /,18,6/7/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-GEORGE, ELIZABETH #2",54867452,The edge of the water /,34,3/6/2014,,,,,x,,,,x,,,,,,,,,,,,,
"YA-GEORGE, ELIZABETH #3",56977366,The edge of the shadows /,36,6/8/2015,,,,,x,,,,x,,,,,,,,,,,,,
"YA-GEORGE, ELIZABETH #4",57926800,The edge of the light /,35,9/8/2016,,,,,x,,,,x,,,,,,,,,,,,,
"YA-GERVAIS, ALISON",70260427,The silence between us /,7,8/13/2019,,,,,x,,,,,,,,,x,,,,,,,,x
YA-GHOSTS,70267182,Ghosts of the shadow market /,13,6/4/2019,x,x,x,,x,,,,x,,,,,,,,,,,,,
"YA-GIBNEY, SHANNON",70016258,Dream country /,4,9/11/2018,x,,,,x,,,,x,,,,,,,,,,,,,x
"YA-GILBERT, KELLY LOY",56978588,Conviction /,11,5/26/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-GILBERT, KELLY LOY",65869976,Picture us in the light /,10,,,x,,,,,,,x,,,,x,,,,,x,,,,x
"YA-GILES, AMY",70140926,Now is everything /,10,11/29/2017,,,,,x,,,,,x,,,,,,x,,,,,,
"YA-GILES, AMY",70206560,That night /,5,12/4/2018,,,,,x,,,,,,,,,,,x,,,,,,
"YA-GILES, GAIL",56018179,Girls like us /,34,7/7/2014,x,,,,x,,,,,,,,,x,,,,,,,,
"YA-GILES, LAMAR",54898796,Fake ID /,24,2/12/2014,x,,,,,,,,,,,,x,,,,,,,,,x
"YA-GILES, LAMAR",56989007,Endangered /,12,4/22/2015,x,,,,x,,,,,,,,,,,,,,,,,x
"YA-GILES, LAMAR",60648136,Spin /,3,1/31/2019,x,,,,,,,,,,,,,,,,,,,,,x
"YA-GILES, LAMAR",70447602,Not so pure and simple /,5,1/28/2020,x,,,,,,,,x,,,,,,,,,,,,,x
YA-GIRL,52357670,Girl meets boy : [because there are two sides to every story] /,50,2/8/2012,,x,x,,x,,,,x,,,,,,,,,x,,x,,x
"YA-GLASGOW, KATHLEEN",57922163,Girl in pieces /,39,8/30/2016,,,,,x,,,,,,,,,,,x,,,,,,
"YA-GLASGOW, KATHLEEN",70235973,How to make friends with the dark /,10,5/3/2019,x,,x,,x,,,,,,x,,,,,x,,,,,,
"YA-GLEASON, COLLEEN #1",54948856,The clockwork scarab /,38,10/25/2013,,,,,x,,,x,x,,,,,,,,,,,,,
"YA-GLEASON, COLLEEN #2",55976070,The spiritglass charade /,21,10/8/2014,,,,,x,,,x,x,,,,,,,,,,,,,
"YA-GLEASON, COLLEEN #3",57689978,The chess queen enigma /,20,1/20/2016,,,,,x,,,x,x,,,,,,,,,,,,,
YA-GO,65954786,Go ask Alice /,7,3/7/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-GOLDING, WILLIAM",55988612,Lord of the flies /,61,8/26/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-GONSALVES, FLORENCE",70223300,Love & other carnivorous plants /,11,5/29/2018,,,,,x,,,,x,,,,,,,,,,,,,
"YA-GONZALES, SOPHIE",71706063,Only mostly devastated /,4,3/7/2020,,,x,,x,,,,x,,,,,,,,,,,,,
"YA-GOO, MAURENE",65018194,I believe in a thing called love /,18,8/9/2017,,x,,,,,,,,,,,,,,,,,,,,x
"YA-GOO, MAURENE",70218649,The way you make me feel /,13,6/7/2018,x,x,,,,,,,,,,,,,,,,,,,,x
"YA-GOO, MAURENE",70276514,Somewhere only we know /,4,10/4/2019,,x,,,,,,,,,,,,,,,,,,,,x
"YA-GOODLETT, ELLEN",70016670,Rule /,12,9/11/2018,,x,,,x,,,,,,,,,,,,,,,,,
"YA-GOODMAN, ALISON #1",57685125,The Dark Days Club /,34,2/2/2016,,,,,x,x,,,,,,,,,,,,,,,,
"YA-GOODMAN, ALISON #2",58986472,The Dark Days pact /,21,2/25/2017,,,,,x,x,,,,,,,,,,,,,,,,
"YA-GOODMAN, ALISON #3",60642923,The Dark Days deceit /,9,2/21/2019,,,,,x,x,,,,,,,,,,,,,,,,
"YA-GOODMAN, CAROL #1",54950530,Blythewood /,34,10/25/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-GOODMAN, CAROL #2",55931786,Ravencliffe /,37,12/1/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-GOODMAN, CAROL #3",57690109,Hawthorn /,18,1/20/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-GOODMAN, JESSICA",71700744,They Wish They Were Us,1,8/17/2020,,x,,,x,,,,x,,,,,,,,,,x,,,
"YA-GOODMAN, SHAWN",50845668,Something like hope /,12,1/12/2011,x,,,,,,,,,x,x,,x,,,,,,,,,
"YA-GORNALL, LOUISE",58012287,Under rose-tainted skies /,21,1/4/2017,,,,,x,,,,,,,,,,,x,,,,,,
"YA-GOSLEE, S. J.",57602963,Whatever /,18,7/30/2016,,,,,x,,,,x,,,,,,,,,,,,,
"YA-GOSLEE, S. J.",70271648,How (not) to ask a boy to prom /,4,5/23/2019,,,,,,,,,,,,,,,,,,,,,,
"YA-GOUGH, ERIN",70263322,Amelia Westlake was never here /,5,6/14/2019,,x,,,x,,,,x,,,,,,,,,,,,,
"YA-GOUT, LEOPOLDO #1",65059800,Genius : the game /,13,11/10/2017,x,x,x,,x,,,,,,,,,,,,,,,,,
"YA-GOUT, LEOPOLDO #2",65045585,Genius : the con /,11,9/21/2017,x,x,x,,x,,,,,,,,,,,,,,,,,
"YA-GRACE, ADALYN",71704803,All the stars and teeth /,6,3/31/2020,x,x,x,,,,,,,,,,,,,,,,,,,
"YA-GRANT, MICHAEL",53077624,Eve & Adam /,50,10/17/2012,,,,,,,,,,,,,,,,,,,,,,
"YA-GRANT, MICHAEL",57680555,Front lines /,24,2/2/2016,,,,,,,,,,,,,,,,,,,,,,
"YA-GRANT, MICHAEL #1",53142105,BZRK /,51,7/27/2012,,,,,,,,,,,,,,,,,,,,,,
"YA-GRANT, MICHAEL #1",55958953,Messenger of fear /,28,9/23/2014,,x,,,x,,,,,,,,,,,,,,,,,
"YA-GRANT, MICHAEL #2",57741407,The tattooed heart /,6,10/7/2015,,x,,,x,,,,,,,,,,,,,,,,,
"YA-GRANT, MICHAEL #2",57626657,BZRK reloaded /,3,4/21/2016,,,,,,,,,,,,,,,,,,,,,,
"YA-GRATTON, TESSA",70197645,Strange grace /,10,10/26/2018,x,,,,x,,,,,,,,,,,,,,,,,
"YA-GRATTON, TESSA #1",71738462,Night shine /,0,11/14/2020,,x,,,,,,,x,,,,,,,,,,,,,
"YA-GRATZ, ALAN",54048228,Prisoner B-3087 /,56,4/17/2013,,,,,x,,,,,,,,,,,,,,x,,,
"YA-GRATZ, ALAN",56901739,Code of honor /,41,10/28/2015,,x,,,,,,,,,,,,,,,,,,,,
"YA-GRATZ, ALAN",57944704,Projekt 1065 /,29,10/11/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-GRAUDIN, RYAN",65051310,Invictus /,8,10/18/2017,x,x,,,x,,,,,,,,,,,,,,,,,
"YA-GRAY, CLAUDIA",56903545,Lost stars /,32,9/25/2015,,,,,,,,,,,,,,,,,,,,,,
"YA-GRAY, CLAUDIA #1",58987934,Defy the stars /,15,4/5/2017,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-GRAY, CLAUDIA #2",70145800,Defy the worlds /,11,4/2/2018,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-GRECI, PAUL",60642972,The wild lands /,10,2/21/2019,,,,x,x,,,,,,,,,,,,,,,,,
"YA-GREEN, JOHN",54856141,The fault in our stars /,83,5/5/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-GREEN, JOHN",55962419,"Will Grayson, Will Grayson /",69,9/4/2014,x,,,,x,,,,x,,,,,,,,,,,,,
"YA-GREEN, JOHN",55930887,An abundance of Katherines /,69,11/26/2014,,x,,,x,,,,,,,,,,,,,,,,,
"YA-GREEN, JOHN",56941032,Paper towns /,51,7/24/2015,,,,,x,,,,,,,,,,,x,,,,,,
"YA-GREEN, JOHN",65041741,The fault in our stars /,46,9/11/2017,,,,,x,,,,,,,,,,,,x,,,,,
"YA-GREEN, JOHN",65051054,Turtles all the way down /,32,10/13/2017,,,,,x,,,,,,,,,,,x,,,,,,
"YA-GREEN, JOHN",70213046,Paper towns /,16,8/8/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-GREEN, JOHN",65936775,Looking for Alaska /,19,12/27/2018,x,,,,x,,,,,,,,,,,,,,,,,
"YA-GREEN, SALLY #1",70226840,The smoke thieves /,32,5/7/2018,x,x,,,x,,,,,,,,,,,,,,,,,
"YA-GREEN, SALLY #2",65969024,The demon world /,7,9/16/2019,x,x,,,x,,,,,,,,,,,,,,,,,
"YA-GREGORIO, I. W.",57004012,None of the above /,32,4/7/2015,,,,,x,,,,x,,,,,,,,x,,,,,
"YA-GREGORIO, I. W.",71718654,This is my brain in love /,0,4/18/2020,x,x,,,x,,,,,,,,,,,x,,,,,,
"YA-GREY, MELISSA #1",56987860,The girl at midnight /,25,4/27/2015,,,x,,x,,,,,,,,,,,,,,,,,
"YA-GREY, MELISSA #2",57636243,The shadow hour /,13,7/18/2016,,,x,,x,,,,,,,,,,,,,,,,,
"YA-GRIFFIN, EMILY ZIFF",60600061,Light years /,13,10/24/2017,,x,x,,x,,,,,,,,,,,,,,,x,,
"YA-GRIFFIN, N.",70194220,Just wreck it all /,6,11/5/2018,,,,,x,,,,,,,,,,,,x,,,,,
"YA-GRIFFIN, PAUL",56945843,Adrift /,27,7/27/2015,x,x,x,,x,,,,,,,,,,,,,,,,,
"YA-GRIMES, NIKKI",70003140,Between the lines /,6,3/13/2018,x,x,x,,x,,,,,,,,,,,,,,,,,x
"YA-GROVE, S. E.",60645728,The waning age /,2,2/11/2019,,,x,,x,,,,,,,,,,,,,,,,,
"YA-GUILLAUME, JENNA",71719462,What I like about me /,0,4/18/2020,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HADDIX, MARGARET PETERSON",47779335,Uprising /,82,5/29/2008,,,,,x,,,,,,,,,,,,,,,,,
"YA-HADDIX, MARGARET PETERSON",70143326,The summer of broken things /,16,4/9/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-HAHN, ERIN",70243282,You'd be mine /,11,4/4/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-HAHN, ERIN",70434709,More than maybe /,0,8/14/2020,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HALE, SHANNON",70483250,Kind of a big deal /,1,9/3/2020,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HAMMONDS REED, CHRISTINA",71700330,The black kids /,2,8/14/2020,x,,,,,,,,,,,,,,,,,,,,,
"YA-HAN, JENNY",54833082,To all the boys I've loved before /,59,5/7/2014,,x,,,x,,,,,,,,,,,,,,,,,x
"YA-HAN, JENNY",56945439,P.S. I still love you /,53,7/16/2015,,x,,,x,,,,,,,,,,,,,,,,,x
"YA-HAN, JENNY",70197652,To all the boys I've loved before /,25,10/19/2018,,x,,,x,,,,,,,,,,,,,,,,,x
"YA-HAN, JENNY #1",57639916,The summer I turned pretty /,40,5/9/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-HAN, JENNY #2",49556210,It's not summer without you /,76,4/29/2010,,,,,x,,,,,,,,,,,,,,,,,
"YA-HAN, JENNY #3",57622599,We'll always have summer /,27,4/29/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-HAN, JENNY #3",58890245,"Always and forever, Lara Jean /",36,5/24/2017,,x,,,x,,,,,,,,,,,,,,,,,x
"YA-HAND, CYNTHIA",57018095,The last time we say goodbye /,23,2/10/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HAND, CYNTHIA",70153010,My plain Jane /,11,8/8/2018,,,,x,x,,,,x,,,,,,,,,,,,,
"YA-HAND, CYNTHIA",70463039,The how & the why /,3,11/7/2019,x,,,,x,,,,,,x,,,,,,x,,,,,
"YA-HAND, CYNTHIA",71700470,My Calamity Jane /,0,8/12/2020,,,,x,x,,,,x,,,,,,,,,,,,,
"YA-HARAZIN, S. A.",56978778,Painless /,11,5/26/2015,,,,,x,,,,,x,,,,,,,x,,,,,
"YA-HARDINGE, FRANCES",56983786,Cuckoo song /,27,5/7/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HARDINGE, FRANCES",57625113,The lie tree /,46,4/29/2016,,,,,x,,,x,,,,,,,,,,,,,,
"YA-HARDINGE, FRANCES",57643603,A face like glass /,20,5/12/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-HARDINGE, FRANCES",70136106,A skinful of shadows /,6,1/2/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-HARDINGE, FRANCES",70212444,The lie tree /,8,8/8/2018,,,,,x,,,x,,,,,,,,,,,,,,
"YA-HARRIS, RACHEL",54851118,Fine art of pretending /,27,1/28/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HARRISON, MARGOT",57926644,The killer in me /,20,9/8/2016,,,,x,x,,,,x,,x,,,,,,,,,,,
"YA-HARRISON, MARGOT",71700736,The glare /,2,8/17/2020,,,,,x,,,,,,,,,,,,,,,,,
"YA-HARTINGER, BRENT",57901340,Three truths and a lie /,17,8/2/2016,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HARTL, SONIA",70255039,Have a little faith in me /,1,9/3/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-HARTLEY, A. J.",58887704,Firebrand /,10,6/7/2017,,x,,,,,,x,,,,,,,,,,,,,,
"YA-HARTLEY, A. J. #1",57600660,Steeplejack /,18,7/1/2016,,x,,,,,,x,,,,,,,,,,,,,,
"YA-HARTLEY, A. J. #3",65134645,Guardian /,7,7/13/2018,,x,,,,,,x,,,,,,,,,,,,,,
"YA-HARTMAN, RACHEL",55906754,Shadow scale /,31,3/5/2015,,,,,,,,,,,,,,,,,,,,,,
"YA-HARTMAN, RACHEL",70212600,Seraphina /,13,8/8/2018,,,,,,,,,x,,,,,,,,,,,,,
"YA-HARTMAN, RACHEL #3",70004965,Tess of the road /,11,3/16/2018,,,,,,,,,x,,,,,,,,,,,,,
"YA-HARTNETT, SONYA",57627622,Golden boys /,11,4/20/2016,,,,,x,,,,,,,,x,,,,,,,,,
"YA-HARTZLER, AARON",56903362,What we saw /,25,10/8/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HATTEMER, KATE",57626160,"The land of 10,000 Madonnas /",15,4/25/2016,x,,,,x,,,,,,,,,,,,,,,,,
"YA-HAUTMAN, PETE",56999717,Eden west /,33,4/17/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HAUTMAN, PETE",70231956,Road tripped /,5,5/22/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-HAWKINS, RACHEL",70225263,Royals /,14,5/7/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-HAYDU, COREY ANN",53969457,OCD love story /,36,9/30/2013,,,,,x,,,,,,,,,x,,,,,,,,
"YA-HAYDU, COREY ANN",54832084,Life by committee /,26,5/16/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-HAYDU, COREY ANN",70489737,Ever cursed /,0,8/17/2020,,x,,,x,,,x,x,,,,,,,,,,,,,
"YA-HEADLEY, JUSTINA CHEN",48824189,North of beautiful /,98,2/23/2009,,x,,,x,,,,,x,x,,,,,x,,,,,,
"YA-HEANEY, KATIE",71719686,Girl crushed /,1,4/18/2020,x,,x,,x,,,,x,,,,,,,,,,,,,
"YA-HEATH, JACK",54016217,Money run /,20,6/19/2013,,,,,x,,,x,,,,,,,,,,,,,,
"YA-HEATHFIELD, LISA",55905897,Seed /,14,3/11/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HEILIG, HEIDI",70013172,For a muse of fire /,11,9/28/2018,,x,,,x,,,,,,,,,,,x,,,,,,x
"YA-HEILIG, HEIDI #1",70213038,The girl from everywhere /,9,8/8/2018,,x,,,x,,,,,,,,,,,,,,,,,x
"YA-HEILIG, HEIDI #2",57994576,The ship beyond time /,19,3/8/2017,,x,,,x,,,,,,,,,,,,,,,,,x
"YA-HELLISEN, CAT",56901069,Beastkeeper /,13,10/28/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HELMS, RHONDA",55907844,Promposal /,18,3/5/2015,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HEMMINGS, KAUI HART",56903552,Juniors /,36,10/8/2015,,,,,x,x,,,,,,,,,,,,,,,,
"YA-HEMPHILL, STEPHANIE",70276407,The language of fire : Joan of Arc reimagined /,5,10/4/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-HENDRIKS, JENNI",70278569,Unpregnant /,5,9/24/2019,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HENRY, APRIL",50911205,"Girl, stolen /",83,9/29/2010,,,,,x,,,,,,,,,x,,,,,,,,
"YA-HENRY, APRIL",52341807,The night she disappeared /,62,4/24/2012,,,,,x,,,,,,,,,,,,,,,,,
"YA-HENRY, APRIL",54016134,The girl who was supposed to die /,65,6/19/2013,,,,,x,,,,,,,,,,,,,,,,,
"YA-HENRY, APRIL",56973837,Blood will tell /,40,6/24/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HENRY, APRIL",57619231,The girl I used to be /,44,5/5/2016,,,,,x,,,,,,x,,,,,,,,,,,
"YA-HENRY, APRIL",70390364,The lonely dead /,12,7/2/2019,x,,,,x,,,,,,,,,,,,,,,,,
"YA-HENRY, APRIL #1",70144027,The body in the woods /,19,4/2/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-HENRY, APRIL #1",70144050,The body in the woods /,26,4/2/2018,,,,,,,,,,,,,,,,,,,,,,
"YA-HENRY, APRIL #2",58890377,Count all her bones /,28,5/23/2017,,,,,x,,,,,,,,,x,,,,,,,,
"YA-HENRY, EMILY",57968588,Million Junes /,17,5/25/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-HENRY, EMILY",70242235,When the sky fell on Splendor /,11,4/4/2019,,x,x,,x,,,,,,,,,,,,,,,,,
"YA-HENRY, KATIE",70131628,Heretics Anonymous /,11,8/8/2018,,x,x,,x,,,,x,,,,,,,,,,x,,,
"YA-HENRY, KATIE",70260419,Let's call it a doomsday /,5,8/13/2019,,,,,x,,,,x,,,,,,,x,,,,,,
"YA-HENSON, S. F.",70132386,Devils within /,6,1/30/2018,x,,,,x,,,,,,,,,,,,,,,,,
"YA-HENSTRA, SARAH",70231998,We contain multitudes /,8,5/13/2019,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HEPLER, HEATHER",70238837,We were beautiful /,5,4/12/2019,,,,,x,,,,,,,,,,,,,,,,,
"YA-HEPPERMANN, CHRISTINE",57619256,Ask me how I got here /,26,5/5/2016,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HERBACH, GEOFF",56018195,Fat Boy vs. the cheerleaders /,31,7/7/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-HERMAN, CHRISTINE LYNN #1",70263330,The devouring Gray /,5,6/13/2019,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HERNANDEZ, DAVID",57612996,Suckerpunch /,5,8/10/2018,,,x,,,,,,,,,,,,,,,,,,,x
"YA-HESSE, MONICA",57668733,Girl in the blue coat /,53,4/8/2016,,,,,x,,,,,,,,,,,,,,x,,,
"YA-HESSE, MONICA",70014758,The war outside /,25,9/20/2018,,x,,,x,,,,,,,,,,,,,,,,,
"YA-HESSE, MONICA",71719934,They went left /,7,4/18/2020,,,,,x,,,,,,,,,,,,,,x,,,
"YA-HIAASEN, CARL",55955835,Skink no surrender /,42,9/19/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-HIGGINS, WENDY #1",57659260,The great hunt /,35,3/11/2016,,,,,x,,,,,,,,,,,,,,,,,
"YA-HIGGINS, WENDY #2",58983685,The great pursuit /,14,3/15/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-HILL, CHELSIE",55963037,Push girl /,20,9/4/2014,,,,,x,,,,,,,,,x,,,,,,,,
"YA-HILL, WILL",70192653,After the fire /,6,11/13/2018,,,x,,x,,,,,,,,,,,,,,,,,
"YA-HILLYER, LEXA",56945363,Proof of forever /,17,7/16/2015,x,x,,,x,,,,x,,,,,,,,,,,,,
"YA-HILLYER, LEXA #1",57968612,Spindle fire /,20,5/25/2017,,,,,x,,,,,,,,,,,,,,,,,
"YA-HINEBAUGH, OLIVIA",60642980,"The birds, the bees, and you and me /",9,2/21/2019,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HINES, ZACH",70131610,Nine /,16,8/8/2018,,x,,,x,,,,,,,,,,,,,,,,,
"YA-HINTON, S. E.",46419396,Rumble fish /,61,3/21/2007,,,,,x,,,,,,,,,,,,,,,,,
"YA-HINTON, S. E.",46419859,Tex /,56,3/21/2007,,,,,x,,,,,,,,,,,,,,,,,
"YA-HINTON, S. E.",50846179,Taming the star runner /,20,1/3/2011,,,,,x,,,,,,,,,,,,,,,,,
"YA-HINTON, S. E.",53087326,The outsiders /,68,9/17/2012,,,,,x,,,,,,,,,,,,,,,,,
"YA-HIRSCH, JEFF",52420924,The eleventh plague /,86,10/21/2011,,x,,,x,,,,,,,,,,,,,,,,,
"YA-HIRSCH, JEFF",54950209,The darkest path /,19,10/25/2013,,x,,,x,,,,,,,,,,,,,,,,,
"YA-HIRSCH, JEFF",57615676,Black River falls /,16,7/18/2016,x,,,,x,,,,,,,,,,,,,,,,,
"YA-HIRSCH, JEFF",60649282,Unnatural disasters /,6,1/24/2019,,,,,x,,,,,,,,,,,,,,,,,
YA-HIS,70449426,His hideous heart : thirteen of Edgar Allan Poe's most unsettling tales reimagined /,7,1/15/2020,x,x,,,x,,,,x,,,,,,,,,,,,,
"YA-HOCKING, AMANDA #1",55916159,Frostfire /,33,1/7/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HOCKING, AMANDA #2",56983968,Ice kissed /,15,5/7/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HOCKING, AMANDA #3",57726770,Crystal kingdom /,8,11/5/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HODGE, ROSAMUND",54895164,Cruel beauty /,39,2/26/2014,,,,,x,,,,,,,,,,,,,,,,,
"YA-HODGE, ROSAMUND",56984040,Crimson bound /,29,5/7/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HODGE, ROSAMUND #1",57967184,"Bright smoke, cold fire /",19,12/27/2016,,x,,,x,,,,,,,,,,,,,,,,,
"YA-HODGE, ROSAMUND #2",70017454,"Endless water, starless sky /",0,9/7/2018,,x,,,x,,,,,,,,,,,,,,,,,
"YA-HOFFMEISTER, PETER BROWN",57693707,This is the part where you laugh /,17,5/19/2016,x,,,,x,,,,,x,,x,x,,,,,,,,,
"YA-HOFFMEISTER, PETER BROWN",65045569,Too shattered for mending /,13,9/21/2017,,,x,,x,,,,,,,,,x,,,,,,,,
"YA-HOLLAND, L. TAM",54943196,The counterfeit family tree of Vee Crawford-Wong /,21,11/6/2013,,x,,,x,,,,,,,,,,,,,x,,,,
"YA-HOLLAND, SARA",71706055,Havenfall /,3,3/7/2020,,,,,x,,,,,,,,,,,,,,,,,
"YA-HOLLAND, SARA #1",70132360,Everless /,14,1/30/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-HOLLER, SUE FARRELL",70276472,Cold white sun /,0,10/4/2019,x,,,,,,,,,,,,,,,,,,,,,x
"YA-HOLMES, KATHRYN",55910160,The distance between lost and found /,20,2/23/2015,,,,,x,,,,,,,,,,,,,,,,,
"YA-HOLMES, KATHRYN",57967267,How it feels to fly /,14,6/22/2016,,,,,x,,,,,,,,,,,x,,,,,,
"YA-HOLT, K. A.",70277579,Redwood and Ponytail /,7,10/4/2019,,,,,x,,,,x,,,,,,,,,,,,,
"YA-HONEYBOURN, JENNIFER",70159447,When life gives you demons /,6,7/17/2018,,,,,x,,,,,,,,,,,,,,,,,
"YA-HOPKINS, ELLEN",58983768,The you I've never known /,21,2/25/2017,,,x,,x,,,,x,,,,,,,,,,,,,
"YA-HOPKINS, ELLEN #1",57896292,Tricks /,5,9/21/2018,,,,,x,,,,x,,,x,x,,,,,,,,,
